,reaction,starting electrophile SMILES,input electrophile SMILES,nucleophile SMILES,"3,3 Catalyst Substituent ",N Catalyst Substituent,solvent,Temperature (Celsius),Temperature (Kelvin),yield (%),ee (%),e.r. 1,e.r. 2,ddG,reference ,Link,Unnamed: 0,ster1,ster2,ster3,polarxx,polarxy,polaryy,polarzx,polaryz,polarzz,mean_polar,HOMO,LUMO,biggest distance,major_axis,Axis_2,Axis_3,Vbur75,old_name
140,3h,Cc1cccc(C=O)c1,Cc1cccc(C=O)c1,C=CO[Si](CC)(CC)CC,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,95.0,96,98.0,2.0,1.64746941213297,"Science, 2018, 362, 216-229",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
141,3i,COc1cccc(C=O)c1,COc1cccc(C=O)c1,C=CO[Si](CC)(CC)CC,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3 n-hexane 5:4,-78,195.15,76.0,90,95.0,5.0,1.14117003183368,"Science, 2018, 362, 216-230",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
142,3j,N#Cc1cccc(C=O)c1,N#Cc1cccc(C=O)c1,C=CO[Si](CC)(CC)CC,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,70.0,87,93.5,6.5,1.1286276064333,"Science, 2018, 362, 216-231",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
143,3k,O=Cc1cccs1,O=Cc1cccs1,C=CO[Si](CC)(CC)CC,Cc1cccc(C)c1C,NS(=O)(=O)C(F)(F)F,CHCl3,-60,213.15,99.0,99,99.5,0.5,2.24074009585259,"Science, 2018, 362, 216-231",,ph_345me_1_1_m062x,7.9,2.0,4.45,249.402,-0.096,172.398,-0.344,7.423,107.554,176.45,-0.26787,-0.00013,10.1376676210187,10.086695,6.637015,2.477484,10.4712428148505,Cc1cccc(C)c1C
144,1,O=CCCc1ccccc1,O=CCCc1ccccc1,C/C=C(C)/C=C/CCO,c4ccc3c1ccccc1C2(CCCC2)c3c4,NS(=O)(=O)C(F)(F)F,methylcyclohexane,-20,253.15,82.0,89,94.5,5.5,1.42976324214713,"J. Am. Chem. Soc. 2016, 138, 14538−14541",https://pubs.acs.org/doi/pdf/10.1021/jacs.6b09129,ph_fluorene_cp_7_1_m062x,10.73,2.05,6.71,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,12.2527680457912,c4ccc3c1ccccc1C2(CCCC2)c3c4
145,2,CCCCC=O,CCCCC=O,C/C=C(C)/C=C/CCO,c4ccc3c1ccccc1C2(CCCC2)c3c4,NS(=O)(=O)C(F)(F)F,methylcyclohexane,-20,253.15,86.0,92,96.0,4.0,1.59778531372503,"J. Am. Chem. Soc. 2016, 138, 14538−14542",,ph_fluorene_cp_7_1_m062x,10.73,2.05,6.71,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,12.2527680457912,c4ccc3c1ccccc1C2(CCCC2)c3c4
146,3,CC(C)CC=O,CC(C)CC=O,C/C=C(C)/C=C/CCO,c4ccc3c1ccccc1C2(CCCC2)c3c4,NS(=O)(=O)C(F)(F)F,methylcyclohexane,-20,253.15,79.0,93,96.5,3.5,1.66753073403661,"J. Am. Chem. Soc. 2016, 138, 14538−14543",,ph_fluorene_cp_7_1_m062x,10.73,2.05,6.71,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,12.2527680457912,c4ccc3c1ccccc1C2(CCCC2)c3c4
147,4,O=CC1CCCCC1,O=CC1CCCCC1,C/C=C(C)/C=C/CCO,c4ccc3c1ccccc1C2(CCCC2)c3c4,NS(=O)(=O)C(F)(F)F,methylcyclohexane,0,273.15,88.0,95,97.5,2.5,1.98739390118966,"J. Am. Chem. Soc. 2016, 138, 14538−14544",,ph_fluorene_cp_7_1_m062x,10.73,2.05,6.71,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,12.2527680457912,c4ccc3c1ccccc1C2(CCCC2)c3c4
148,5,CC(C)(C)C=O,CC(C)(C)C=O,C/C=C(C)/C=C/CCO,c4ccc3c1ccccc1C2(CCCC2)c3c4,NS(=O)(=O)C(F)(F)F,methylcyclohexane,0,273.15,85.0,96,98.0,2.0,2.11121871885583,"J. Am. Chem. Soc. 2016, 138, 14538−14545",,ph_fluorene_cp_7_1_m062x,10.73,2.05,6.71,389.885,14.634,258.609,4.34,-9.505,157.191,268.56,-0.25879,-0.01954,13.2404592165869,13.185351,7.626149,3.999595,12.2527680457912,c4ccc3c1ccccc1C2(CCCC2)c3c4
149,4a (opt),O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)C(=C)C,c1ccccc1,NS(=O)(=O)C(F)(F)F,cyclohexane,25,298.15,,18,59.0,41.0,0.215513326544225,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
150,4b (opt),O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)C(=C)C,FC(F)(F)c1cccc(C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,cyclohexane,25,298.15,,58,79.0,21.0,0.784522653637927,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35cf3_1_1_m062x,7.47,2.51,4.96,221.862,0.0,158.853,0.0,14.055,103.655,161.46,-0.30349,-0.03128,9.77025869236107,9.471022,6.830997,2.698051,11.8485902454348,FC(F)(F)c1cccc(C(F)(F)F)c1
151,4c (opt),O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,cyclorexane,25,298.15,,80,90.0,10.0,1.30103358035733,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
152,3a (aldehyde scope),O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,97.0,96,98.0,2.0,1.95663561661488,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",https://pubs.acs.org/doi/10.1021/jacs.7b08357,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
153,3b,O=Cc1ccccc1F,O=Cc1ccccc1F,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-10,263.15,81.0,84,92.0,8.0,1.27640939400181,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
154,3c,O=Cc1cccc(F)c1,O=Cc1cccc(F)c1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,94.5,96,98.0,2.0,1.95663561661488,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
155,3d,O=Cc1ccc(F)cc1,O=Cc1ccc(F)cc1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,89.0,94,97.0,3.0,1.74762912529695,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
156,3e,Cc1ccc(C=O)cc1,Cc1ccc(C=O)cc1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,93.0,90,95.0,5.0,1.24642783646092,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
157,3f,O=Cc1ccc(Br)cc1,O=Cc1ccc(Br)cc1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,36.0,90,95.0,5.0,1.24642783646092,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
158,3g,O=Cc1cccs1,O=Cc1cccs1,C=C(C)C(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-10,263.15,48.0,99,99.5,0.5,2.76636526494773,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
159,3h,CC(C)C=O,CC(C)C=O,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-10,263.15,83.0,94,97.0,3.0,1.81666444527708,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
160,3i,CC(C)CC=O,CC(C)CC=O,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,91.0,88,94.0,6.0,1.38335061269019,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
161,3j,CCCCC=O,CCCCC=O,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,87.0,94,97.0,3.0,1.74762912529695,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
162,3k,O=CCCc1ccccc1,O=CCCc1ccccc1,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-10,263.15,73.0,92,96.0,4.0,1.66090146279574,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
163,3o,CCCCCCCCCC=O,CCCCCCCCCC=O,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,94.0,94,97.0,3.0,1.74762912529695,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
164,3p,O=CCCCCCCBr,O=CCCCCCCBr,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,80.0,92,96.0,4.0,1.59778531372503,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
165,3q,O=CCCCCCCCOCc1ccccc1,O=CCCCCCCCOCc1ccccc1,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,83.0,90,95.0,5.0,1.4803340689659,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
166,3r,C=CCCCCCCCCC=O,C=CCCCCCCCCC=O,C=C(C)C(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,98.0,94,97.0,3.0,1.74762912529695,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
167,3t (diene scope) go to SI for temp,O=Cc1ccccc1,O=Cc1ccccc1,C=CC(=C)C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,97.0,96,98.0,2.0,1.95663561661488,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
168,3u,CC=O,CC=O,C=CC(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,45.0,80,90.0,10.0,1.10466761988079,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
169,3v,CC(C)CC=O,CC(C)CC=O,C=CC(=C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,81.0,88,94.0,6.0,1.38335061269019,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
170,3w,O=Cc1ccccc1,O=Cc1ccccc1,C=CC(=C)CC/C=C(C)\C,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-40,233.15,36.0,92,96.0,4.0,1.47155301558361,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
171,3x,O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)/C=C(C)/C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-45,228.15,82.0,92,96.0,4.0,1.43999494104825,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
172,3y,O=Cc1ccc(Br)cc1,O=Cc1ccc(Br)cc1,C=C(C)/C=C(C)/C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-45,228.15,83.0,90,95.0,5.0,1.33414267365029,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
173,3z,O=Cc1ccccc1,O=Cc1ccccc1,C=C/C=C/C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-20,253.15,20.0,98,99.0,1.0,2.31022361586228,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
174,3aa,O=Cc1ccccc1,O=Cc1ccccc1,C=C/C=C/CCCCCC,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)C(F)(F)F,Methylcyclohexane,-30,243.15,72.0,99,99.5,0.5,2.55611519730968,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
175,3ab,O=Cc1ccccc1,O=Cc1ccccc1,C=C/C=C/C1CCCCC1,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1,NS(=O)(=O)C(F)(F)C(F)(F)F,Methylcyclohexane,-30,243.15,66.5,99,99.5,0.5,2.55611519730968,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph35sf5_idp_7_1_m062x,7.34,2.59,5.59,244.82,0.076,187.542,-0.022,14.349,120.171,184.18,-0.30604,-0.07208,10.014360450635,9.349922,8.22777,2.647543,14.0071536901728,FS(F)(F)(F)(F)c1cccc(S(F)(F)(F)(F)F)c1
176,3ac,O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)/C=C/C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,81.0,92,96.0,4.0,1.34532071744219,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
177,3ad,O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)C1=CCCCC1,FC(F)(F)C(F)(c1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1)C(F)(F)F,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,85.0,90,95.0,5.0,1.24642783646092,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35iprf_6_1_m062x,7.58,3.81,6.05,221.027,-0.004,264.605,14.263,0.0,149.677,211.77,-0.30758,-0.03629,10.0180644192668,9.579745,8.818122,4.787755,15.7956823355263,FC(F)(F)C(F)(c1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1)C(F)(F)F
178,3ae,O=Cc1ccccc1,O=Cc1ccccc1,C=C(/C=C/C(C)(C)C)C(C)(C)C,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,73.5,90,95.0,5.0,1.24642783646092,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
179,3af,O=Cc1ccccc1,O=Cc1ccccc1,C=C(C)/C=C/CCOCc1ccccc1,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1,NS(=O)(=O)C(F)(F)F,Methylcyclohexane,-60,213.15,84.0,90,95.0,5.0,1.24642783646092,"J. Am. Chem. Soc. 2017, 139, 39, 13656–13656",,ph_35prf_37_1_m062x,8.47,2.09,6.9,219.08,3.344,269.797,-14.54,17.381,150.891,213.26,-0.30558,-0.03457,11.3342537333604,10.61721,10.475027,3.604966,13.5412077737138,FC(F)(F)C(F)(F)C(F)(F)c1cccc(C(F)(F)C(F)(F)C(F)(F)F)c1
180,(opt) 4,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c1ccccc1,NS(=O)(=O)C(F)(F)F,toluene,-20,253.15,,30,65.0,35.0,0.311225614357558,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",https://onlinelibrary.wiley.com/doi/epdf/10.1002/anie.202000307,phenyl_idp_1_1_m062x,6.85,1.7,3.23,195.699,0.0,130.546,0.0,0.0,78.673,134.97,-0.27988,-0.00575,9.24379800000005,9.243798,4.025508,1.478844,8.30449535728804,c1ccccc1
181,5 (small reversal make sure we note absolute) ,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2ccc1ccccc1c2,NS(=O)(=O)C(F)(F)F,toluene,-20,253.15,,2,51.0,49.0,0.0201129180085115,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,2naphth_idp_1_1_m062x,8.98,1.7,4.42,296.137,6.544,173.487,0.484,2.244,100.17,189.93,-0.26066,-0.02697,11.4272056086503,11.407403,5.399177,2.120202,10.6941209998869,c2ccc1ccccc1c2
182,6,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)C(F)(F)F,toluene,-20,253.15,,34,67.0,33.0,0.356044216163377,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
183,7,CCC1(C)C=CC(=O)C=C1,CCC1(C)C=CC(=O)C=C1,C1=CCC=C1,c2cccc(c1ccccc1)c2,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F,toluene,-20,253.15,,64,82.0,18.0,0.762352646729994,"Angew. Chem. Int. Ed.2020,59, 12347 –12351",,ph_4ph_3_1_m062x,11.15,2.09,3.23,343.594,-0.001,189.928,-0.001,-1.316,111.746,215.09,-0.2689,-0.01787,13.5441340000045,13.544134,4.186529,1.976382,9.28104543725724,c2cccc(c1ccccc1)c2
